Dia;Estación;Hora;Temperatura (°C);Humedad (%);Presión (hPa);Dir viento (°N);Dir viento;Velocidad de viento (m/s);CO (mg/m3);NO (ug/m3);NO2 (ug/m3);NOX (ug/m3);O3 (ug/m3);PM10 (ug/m3)
09/07/22;Invierno;11:00 p. m.;14,5;25;916,38;110;ESE;3,06;1,43;53,66;54,06;136,33;41,72;31
10/07/22;Invierno;12:00 a. m.;13;35;916,56;230;WSW;1,67;1,41;64,14;54,64;153;41,32;32,5
10/07/22;Invierno;01:00 a. m.;11,9;30;917,2;110;ESE;7,22;1,32;59,02;53,28;143,77;37,32;63
10/07/22;Invierno;02:00 a. m.;11,6;31;917,84;140;SSE;4,72;1,16;41,48;53,32;116,92;36,62;74
10/07/22;Invierno;03:00 a. m.;12;30;918,48;180;S;3,06;1,11;46,08;54,81;125,47;39,61;52,5
10/07/22;Invierno;04:00 a. m.;11,3;34;918,3;180;S;3,61;1,03;44,76;53,99;122,62;40,95;46,5
10/07/22;Invierno;05:00 a. m.;9,3;50;918,66;180;S;1,11;1,12;45,15;54,4;123,64;38,88;46
10/07/22;Invierno;06:00 a. m.;8,4;47;920,31;90;E;3,61;1,28;52,72;55,95;136,79;36,5;54,5
10/07/22;Invierno;07:00 a. m.;10,7;34;920,86;140;SSE;6,11;1,21;56,32;56,48;142,84;35,53;33
10/07/22;Invierno;08:00 a. m.;9,4;43;921,77;250;WSW;1,94;1,15;52,07;54,48;134,32;34,45;27
10/07/22;Invierno;09:00 a. m.;9,2;39;923,23;230;WSW;1,11;1,19;54,48;54,57;138,11;33,32;25,5
10/07/22;Invierno;10:00 a. m.;11,4;31;924,6;180;S;2,5;1,14;56,48;55,76;142,37;34,82;15
10/07/22;Invierno;11:00 a. m.;13,4;27;924,51;180;S;3,06;1,06;49,54;54,42;130,38;39,45;9,5
10/07/22;Invierno;12:00 p. m.;14,4;24;924,69;140;SSE;4,72;0,99;44,35;52,77;120,78;40,92;16
10/07/22;Invierno;01:00 p. m.;14,8;25;924,15;140;SSE;2,5;0,98;30,43;51,38;98,05;33,86;11
10/07/22;Invierno;02:00 p. m.;15,2;28;922,87;180;S;5,28;1,05;22,09;49,01;82,88;29,58;13
10/07/22;Invierno;03:00 p. m.;15,4;26;922,23;140;SSE;6,67;0,97;22,42;49,18;83,56;28,62;11
10/07/22;Invierno;04:00 p. m.;14,6;26;922,5;140;SSE;6,11;1,03;21,38;48,5;81,28;28,8;15
10/07/22;Invierno;05:00 p. m.;13,6;27;923,32;140;SSE;5,56;1,11;27,38;49,52;91,5;30,65;25
10/07/22;Invierno;06:00 p. m.;12,6;32;924,24;140;SSE;4,17;1,09;36,19;52,38;107,87;31,94;19,5
10/07/22;Invierno;07:00 p. m.;11;39;924,79;180;S;1,94;1,16;50,85;55,83;133,81;34,67;33,5
10/07/22;Invierno;08:00 p. m.;10;52;924,79;180;S;1,11;1,21;60,4;58,21;150,82;33,88;30,5
10/07/22;Invierno;09:00 p. m.;9,2;46;925,79;230;WSW;1,94;1,3;57,21;55,6;143,33;33,97;31,5
10/07/22;Invierno;10:00 p. m.;8,2;43;927,16;180;S;1,94;1,34;54,55;55,25;138,89;32,52;30,5
10/07/22;Invierno;11:00 p. m.;8,6;39;927,71;180;S;2,5;1,2;55,15;56,45;141,01;31,96;24,5
11/07/22;Invierno;12:00 a. m.;9,6;34;927,8;180;S;5,28;1,16;46,88;53,85;125,73;32,16;30,5
11/07/22;Invierno;01:00 a. m.;9,7;38;928,44;200;SSW;1,94;1,04;43,15;51,7;117,87;31,8;18
11/07/22;Invierno;02:00 a. m.;9,8;37;928,9;180;S;2,5;0,95;41,82;51,37;115,5;31,58;7,5
11/07/22;Invierno;03:00 a. m.;9,8;41;928,9;200;SSW;2,5;0,92;39,09;51,21;111,16;32,52;10,5
11/07/22;Invierno;04:00 a. m.;8,2;57;929,54;200;SSW;3,61;0,97;33,19;50,89;101,79;29,39;12,5
11/07/22;Invierno;05:00 a. m.;7,5;62;929,26;250;WSW;1,67;0,95;31,53;48,34;96,68;26,7;13,5
11/07/22;Invierno;06:00 a. m.;6,5;64;929,54;230;WSW;1,94;1,01;39,35;48,33;108,67;25,35;12
11/07/22;Invierno;07:00 a. m.;4,8;71;930,45;990;#N/D;1,11;1,24;51,35;51;129,74;24,05;15
11/07/22;Invierno;08:00 a. m.;4,6;66;931,55;990;#N/D;0,56;1,39;67,23;55,51;158,61;23,2;31
11/07/22;Invierno;09:00 a. m.;4,8;65;932,46;230;WSW;1,11;1,44;69,49;57,07;163,61;23,61;26
11/07/22;Invierno;10:00 a. m.;7,1;57;932,65;200;SSW;3,06;1,34;46,5;55,73;127,04;47,82;19
11/07/22;Invierno;11:00 a. m.;7,8;48;933,29;180;S;2,5;1,3;57,95;58,44;147,29;55,87;16,5
11/07/22;Invierno;12:00 p. m.;9,4;38;933,01;180;S;1,94;1,28;53,8;57,7;140,19;47,41;6
11/07/22;Invierno;01:00 p. m.;10,3;38;932,74;90;E;2,5;1,22;50,66;59,49;137,17;41,65;30
11/07/22;Invierno;02:00 p. m.;10,3;38;932,37;90;E;3,06;1,22;51,52;59,46;138,45;42,55;35,5
11/07/22;Invierno;03:00 p. m.;10,2;39;932,28;110;ESE;3,61;1,24;57,02;58,5;145,93;42,19;17
11/07/22;Invierno;04:00 p. m.;10,6;41;932,19;70;ENE;1,11;1,23;56,06;58,33;144,29;43,86;28,5
11/07/22;Invierno;05:00 p. m.;10,2;40;932,74;90;E;1,94;1,25;57,35;59,37;147,32;40,12;20,5
11/07/22;Invierno;06:00 p. m.;9,4;43;933,29;70;ENE;1,67;1,4;64,55;62,44;161,41;35,77;27,5
11/07/22;Invierno;07:00 p. m.;7,6;63;934,11;0;N;0;1,89;98,05;67,86;218,2;33,48;51,5
11/07/22;Invierno;08:00 p. m.;6,1;66;934,66;320;NNW;1,11;1,99;149,03;68,96;297,48;30,11;82
11/07/22;Invierno;09:00 p. m.;4,6;65;935,57;270;W;1,11;1,67;96,45;60,5;208,39;27,66;43
11/07/22;Invierno;10:00 p. m.;2,1;83;935,84;270;W;1,67;1,6;86,28;59,18;191,48;26,08;41
11/07/22;Invierno;11:00 p. m.;3,3;68;935,48;320;NNW;1,94;1,97;98,56;59,78;210,91;26,19;50,5
12/07/22;Invierno;12:00 a. m.;3,2;68;935,11;320;NNW;1,11;2,08;109,15;61,99;229,35;27,16;64
12/07/22;Invierno;01:00 a. m.;1,4;67;935,2;140;SSE;1,11;2,27;113,11;62,99;236,41;25,2;70
12/07/22;Invierno;02:00 a. m.;1,9;69;934,47;230;WSW;1,67;1,82;90,23;58,29;196,64;22,68;36
12/07/22;Invierno;03:00 a. m.;0,9;74;933,93;0;N;0;1,43;71,22;54,56;163,76;21,6;29
14/10/22;Primavera;04:00 p. m.;21,72;17,92;928,57;112,5;ESE;1;1,16;98,99;7,18;158,97;10,85;
14/10/22;Primavera;05:00 p. m.;21,99;18,17;928,63;90;E;0,79;1,62;10,54;36,11;52,27;17,07;
14/10/22;Primavera;06:00 p. m.;22;17,92;929,15;202,5;SSW;0,41;1,52;15,28;42,33;65,76;18,31;25,5
14/10/22;Primavera;07:00 p. m.;20,37;20,33;929,84;135;SE;0,03;1,72;12,01;47,31;65,71;20,32;46,5
14/10/22;Primavera;08:00 p. m.;17,75;25,83;930,85;#N/D;;0,1;2,02;59,84;79,98;171,73;23,13;53
14/10/22;Primavera;09:00 p. m.;16,88;26,17;931,93;247,5;WSW;0,23;2,47;92,94;88,23;230,74;22,42;77
14/10/22;Primavera;10:00 p. m.;15,65;28;932,63;247,5;WSW;0,03;2,53;47,86;80,77;154,16;20,32;78
14/10/22;Primavera;11:00 p. m.;15,43;27,08;933,37;225;SW;0,88;2,58;39,5;76,69;137,25;18,29;66,5
15/10/22;Primavera;12:00 a. m.;15,35;24,33;934,06;157,5;SSE;0,57;2,17;21,9;44,63;78,21;16,56;55
15/10/22;Primavera;01:00 a. m.;14,55;26,83;934,68;180;S;2,03;2,02;25,1;46,05;84,53;14,76;49
15/10/22;Primavera;02:00 a. m.;13,51;30,17;934,65;180;S;1,71;1,64;24,12;44,89;81,87;11,98;139,5
15/10/22;Primavera;03:00 a. m.;12,58;32,67;933,88;157,5;SSE;1,63;1,64;20;41,82;72,49;11,61;152,5
15/10/22;Primavera;04:00 a. m.;12,16;33,33;933,53;180;S;2,34;1,67;18,87;39,44;68,38;11,17;135
15/10/22;Primavera;05:00 a. m.;11,63;34,5;933,48;180;S;2,19;1,56;22,95;48,35;83,55;10,26;138
15/10/22;Primavera;06:00 a. m.;10,88;36,42;933,78;135;SE;0,49;1,62;16,28;39,02;63,99;10,99;107,5
15/10/22;Primavera;07:00 a. m.;10,82;37,67;934,52;292,5;WNW;0,8;1,69;18,11;42,38;70,14;11,42;103
15/10/22;Primavera;08:00 a. m.;13,11;33,58;934,9;270;W;0,45;1,64;21,68;47,77;81,01;11,38;113
15/10/22;Primavera;09:00 a. m.;15,52;29,75;935,06;90;E;0,45;1,69;21,25;43,09;75,68;13,05;99
15/10/22;Primavera;10:00 a. m.;16,74;27,58;934,65;90;E;0,73;1,84;25,56;52,79;91,98;13,88;93
15/10/22;Primavera;11:00 a. m.;17,91;25;934,23;90;E;0,93;1,86;25,18;51,79;90,4;15,55;97
15/10/22;Primavera;12:00 p. m.;18,62;24,08;933,57;67,5;ENE;0,92;1,81;24,1;50,65;87,61;15,73;90,5
15/10/22;Primavera;01:00 p. m.;19,52;23,42;932,56;67,5;ENE;1,02;1,83;19,18;48,28;77,69;15,16;78
15/10/22;Primavera;02:00 p. m.;20,69;22,5;931,55;67,5;ENE;0,96;1,93;16,5;48,07;73,37;16,61;82
15/10/22;Primavera;03:00 p. m.;21,41;21,33;930,64;67,5;ENE;1;1,85;13;41,03;60,96;17,51;73,5
15/10/22;Primavera;04:00 p. m.;22,18;20,42;930,03;90;E;0,8;1,81;12,22;41,41;60,16;18,2;74,5
15/10/22;Primavera;05:00 p. m.;22,62;20,08;929,72;67,5;ENE;0,68;1,88;13,63;41,92;62,83;18,37;72,5
15/10/22;Primavera;06:00 p. m.;22,22;20,5;929,92;67,5;ENE;0,44;1,84;11,8;37,53;55,63;19,49;73
15/10/22;Primavera;07:00 p. m.;20,82;22;930,3;90;E;0,17;1,99;12,45;43,45;62,55;22,22;75
15/10/22;Primavera;08:00 p. m.;18,22;27,33;930,67;#N/D;;0;2,08;28,61;79,34;123,21;23,7;61,5
15/10/22;Primavera;09:00 p. m.;16,95;29,67;931,07;270;W;0,03;2,45;85,65;91,91;223,24;22,98;83,5
15/10/22;Primavera;10:00 p. m.;16,53;28;931,07;247,5;WSW;0,23;2,38;21,47;60,45;93,37;21,08;62
15/10/22;Primavera;11:00 p. m.;15,62;30,5;930,66;247,5;WSW;0,03;2,35;28,13;74,82;117,95;19,45;63
16/10/22;Primavera;12:00 a. m.;14,38;32,83;930,33;247,5;WSW;0;2,61;38,16;76,96;135,47;17,68;80
16/10/22;Primavera;01:00 a. m.;13,81;33,75;929,97;247,5;WSW;0;2,56;27,26;70,67;112,47;15,65;59,5
16/10/22;Primavera;02:00 a. m.;13,39;34,5;929,33;247,5;WSW;0,17;2,53;25,71;67,17;106,59;14,55;54
16/10/22;Primavera;03:00 a. m.;13,03;33,83;928,4;247,5;WSW;0,07;2,25;16,94;50,02;76;13,5;40,5
16/10/22;Primavera;04:00 a. m.;12,48;35,92;928,16;247,5;WSW;0;1,93;14,7;41,57;64,11;13,11;46
16/10/22;Primavera;05:00 a. m.;12;37,58;928,19;247,5;WSW;0,07;1,88;16,11;48;72,71;12,56;48,5
16/10/22;Primavera;06:00 a. m.;11,37;39,75;928,51;247,5;WSW;0;1,86;17,15;48,37;74,66;12,33;45,5
16/10/22;Primavera;07:00 a. m.;11,58;41,42;929,02;270;W;0,07;1,94;29,17;62,03;106,76;11,81;52,5
16/10/22;Primavera;08:00 a. m.;16,58;33;929,3;157,5;SSE;0,17;1,96;26,41;57,5;98;12,55;46
16/10/22;Primavera;09:00 a. m.;19,96;25,75;929,33;112,5;ESE;0,38;2,08;23,16;51,9;87,4;15,37;45
16/10/22;Primavera;10:00 a. m.;20,71;24,42;928,97;90;E;0,73;2;22,12;48,36;82,27;16,97;63,5
16/10/22;Primavera;11:00 a. m.;21,88;22,75;928,41;90;E;0,93;1,95;17;40,88;66,94;18,8;57,5
16/10/22;Primavera;12:00 p. m.;22,99;23,92;927,61;67,5;ENE;1,17;1,85;15,02;42,58;65,61;20;55,5
16/10/22;Primavera;01:00 p. m.;24,13;23,25;926,63;67,5;ENE;1,28;2,06;13,55;42,95;63,72;19,22;59
16/10/22;Primavera;02:00 p. m.;25,23;21,92;925,67;90;E;1,22;1,94;12,78;42,04;61,64;18,35;55,5
16/10/22;Primavera;03:00 p. m.;25,83;20,92;924,78;90;E;0,95;1,94;9,5;32,41;46,97;19,68;55
16/10/22;Primavera;04:00 p. m.;26,21;20,5;924,11;90;E;1,07;2,01;10,57;33,42;49,62;20,65;57,5
16/10/22;Primavera;05:00 p. m.;26,69;19,75;923,83;90;E;1,09;1,98;10,77;35,51;52,02;21,15;49
16/10/22;Primavera;06:00 p. m.;26,39;19,92;923,99;90;E;0,42;2,07;10,05;33,44;48,85;22,46;48,5
16/10/22;Primavera;07:00 p. m.;24,54;23,42;924,36;#N/D;;0,03;2,04;11,74;42,68;60,69;25,85;60
16/10/22;Primavera;08:00 p. m.;21,35;30,75;924,82;#N/D;;0,07;2,37;47,33;82,98;155,55;30,06;61,5
16/10/22;Primavera;09:00 p. m.;20,63;29,17;925,56;247,5;WSW;0,17;2,7;78;90,82;210,43;31,98;77,5
16/10/22;Primavera;10:00 p. m.;19,72;29,42;926,17;247,5;WSW;0,03;2,9;52,42;85,91;166,28;32,37;81,5
16/10/22;Primavera;11:00 p. m.;19,03;31,67;926,53;202,5;SSW;0;2,9;44,46;80,03;148,2;30,48;66
17/10/22;Primavera;12:00 a. m.;18,32;37,58;926,66;#N/D;;0,07;3,06;66,09;81,17;182,51;28,72;62
17/10/22;Primavera;01:00 a. m.;17,71;42,42;926,4;270;W;0;3,38;90,08;81,4;219,52;26,68;72,5
17/10/22;Primavera;02:00 a. m.;17,99;46,58;926,16;225;SW;0,1;3,36;58,71;78,29;168,32;25,59;54,5
17/10/22;Primavera;03:00 a. m.;17,28;49,5;926,03;225;SW;0,07;3,18;28,32;73,27;116,69;26;45
17/10/22;Primavera;04:00 a. m.;17,41;48,17;926,4;180;S;0,73;2,76;23,28;50,15;85,85;26,03;39
17/10/22;Primavera;05:00 a. m.;17,27;45,5;926,55;157,5;SSE;0,91;2,44;22,06;37,03;70,86;24,58;41
17/10/22;Primavera;06:00 a. m.;16,32;49,67;926,93;157,5;SSE;0,88;2,28;22,43;42,87;77,27;23,02;62,5
17/10/22;Primavera;07:00 a. m.;16,16;54,08;927,53;180;S;1,65;2,19;27,19;52,68;94,38;20,86;70
17/10/22;Primavera;08:00 a. m.;17,01;53,58;927,97;180;S;1,93;2,2;33,65;63,19;114,79;16,59;65,5
17/10/22;Primavera;09:00 a. m.;18,6;49,25;927,94;180;S;1,82;2,2;30,23;58,45;104,81;17,32;41
17/10/22;Primavera;10:00 a. m.;19,97;46,58;927,78;180;S;1,5;2,11;28,18;58,24;101,46;16,05;43,5
17/10/22;Primavera;11:00 a. m.;20,81;44,08;927,33;90;E;1;2,11;24,01;56,57;93,38;16,13;48
17/10/22;Primavera;12:00 p. m.;20,5;45,08;926,78;157,5;SSE;1,07;2,12;20,89;53,58;85,61;19,49;49,5
17/10/22;Primavera;01:00 p. m.;20,96;44,33;925,98;157,5;SSE;1,4;2,22;20,9;52,61;84,65;17,33;31
17/10/22;Primavera;02:00 p. m.;20,92;44,33;925,63;202,5;SSW;1,74;1,87;363,27;2,9;559,91;3,05;
17/10/22;Primavera;03:00 p. m.;18,98;52,5;925,51;180;S;2,38;1,85;50,6;27,56;105,14;13,06;0
17/10/22;Primavera;04:00 p. m.;18,33;59,25;925,17;157,5;SSE;2,66;1,84;16,24;45,32;70,22;17,12;0
17/10/22;Primavera;05:00 p. m.;17,65;59,42;925,45;202,5;SSW;3,04;1,86;19,9;51,65;82,17;17,76;0
17/10/22;Primavera;06:00 p. m.;15,05;70,08;926,34;180;S;2,97;1,8;27,28;58,27;100,1;15,89;13
17/10/22;Primavera;07:00 p. m.;13,74;79,58;927,17;157,5;SSE;1,85;1,84;22,46;47,27;81,71;17,63;8
17/10/22;Primavera;08:00 p. m.;13,53;81,08;927,9;202,5;SSW;2,33;1,89;28,41;45,86;89,42;21,25;8
17/10/22;Primavera;09:00 p. m.;13,32;82,25;928,66;202,5;SSW;2,12;1,8;25,69;44,22;83,6;23,07;0
17/10/22;Primavera;10:00 p. m.;12,81;86,17;930;157,5;SSE;2,15;1,93;30,64;50,18;97,17;25,03;3,5
17/10/22;Primavera;11:00 p. m.;12,32;86,58;930,23;157,5;SSE;1,87;1,94;28,58;50,28;94,1;30,25;3,5
18/10/22;Primavera;12:00 a. m.;12,21;84,67;929,86;202,5;SSW;2,41;1,84;31,06;58,93;106,55;32,06;0
18/10/22;Primavera;01:00 a. m.;12,23;81,67;929,45;157,5;SSE;1,93;1,72;33,31;65,15;116,23;31,5;6,5
18/10/22;Primavera;02:00 a. m.;11,67;85,17;928,83;157,5;SSE;1,63;1,78;32,51;56,28;106,13;33,46;5
18/10/22;Primavera;03:00 a. m.;11,98;81,33;928,14;180;S;1,59;1,68;32,52;54,41;104,27;35,1;2
18/10/22;Primavera;04:00 a. m.;12,21;78,67;927,67;180;S;1,43;1,69;37,06;61,69;118,52;34,04;2
18/10/22;Primavera;05:00 a. m.;12,25;78,5;927,7;135;SE;0,49;1,8;26,89;45,83;87,06;36,53;4,5
18/10/22;Primavera;06:00 a. m.;12,38;76,42;927,93;202,5;SSW;0,61;1,78;31,76;49,96;98,65;36,82;1
18/10/22;Primavera;07:00 a. m.;12,59;75,17;928,13;180;S;1,08;1,84;38,67;57,61;116,9;38,36;11
18/10/22;Primavera;08:00 a. m.;12,93;73,58;928,46;157,5;SSE;0,8;2,09;46,92;57,32;129,27;40,68;6,5
18/10/22;Primavera;09:00 a. m.;13,29;72;928,63;202,5;SSW;0,88;2,19;51,86;59,3;138,82;39,9;10,5
18/10/22;Primavera;10:00 a. m.;13,62;70,5;928,39;202,5;SSW;0,73;2,21;53,28;59,52;141,21;38,87;9,5
18/10/22;Primavera;11:00 a. m.;14,12;69,5;928,21;157,5;SSE;0,96;2,18;50,83;55,49;133,42;39,18;11
18/10/22;Primavera;12:00 p. m.;14,06;70,5;928,03;135;SE;1,18;2,13;56,87;59,92;147,12;37,81;14,5
18/10/22;Primavera;01:00 p. m.;13,6;72,25;927,98;202,5;SSW;1,39;2,04;58,83;61,42;151,63;34,58;8
18/10/22;Primavera;02:00 p. m.;12,92;77,25;927,96;157,5;SSE;1,18;2,27;57,79;61,72;150,33;32,31;19,5
18/10/22;Primavera;03:00 p. m.;12,47;82,17;927,58;180;S;1,58;2,2;49,7;53,74;129,94;34,3;12,5
18/10/22;Primavera;04:00 p. m.;13,08;78,92;927,23;157,5;SSE;1,39;2,27;45,82;50,04;120,29;36,21;9,5
18/10/22;Primavera;05:00 p. m.;13,53;75,83;927,46;157,5;SSE;1,09;2,28;47,96;53,79;127,33;37,4;9
18/10/22;Primavera;06:00 p. m.;12,7;81,92;927,99;157,5;SSE;1,21;2,29;57,9;59,64;148,41;33,12;15
18/10/22;Primavera;07:00 p. m.;12,36;82,67;928,54;157,5;SSE;1,7;2,22;51,08;55,36;133,68;32,02;14,5
18/10/22;Primavera;08:00 p. m.;12,35;82,42;929,21;180;S;1,48;2,15;47,09;54,51;126,71;31,77;2
18/10/22;Primavera;09:00 p. m.;12,63;81,17;929,68;157,5;SSE;1,22;2,05;43,51;53,58;120,29;33,91;9
18/10/22;Primavera;10:00 p. m.;13,23;76,75;930;135;SE;0,99;2,03;45,38;58,18;127,76;34,68;5,5
18/10/22;Primavera;11:00 p. m.;12,97;78,17;930,32;180;S;1,29;2,05;46,41;60,11;131,27;34,36;8
19/10/22;Primavera;12:00 a. m.;11,94;84,75;930,2;157,5;SSE;0,93;2,02;37,31;49,54;106,76;36,53;20,5
19/10/22;Primavera;01:00 a. m.;11,35;88;929,51;157,5;SSE;0,75;2,03;36,08;47,29;102,61;35,97;9,5
19/10/22;Primavera;02:00 a. m.;11,27;89,5;928,91;135;SE;0,13;2,04;32,19;40,44;89,79;38,11;1,5
19/10/22;Primavera;03:00 a. m.;11,3;88,67;928,35;247,5;WSW;0,2;1,97;34,18;38,96;91,37;41,2;3,5
19/10/22;Primavera;04:00 a. m.;11,13;88,17;927,91;202,5;SSW;0,13;1,93;36,81;40,68;97,13;42,34;16
19/10/22;Primavera;05:00 a. m.;11,26;85,75;928,14;247,5;WSW;0,2;1,78;38,09;44,49;102,89;42,24;8,5
19/10/22;Primavera;06:00 a. m.;11;90,08;928,26;#N/D;;0;1,87;43,8;51,9;119,07;41,97;13
19/10/22;Primavera;07:00 a. m.;11,7;86,25;928,18;157,5;SSE;0,32;2,3;67,23;57,28;160,37;43,56;14
19/10/22;Primavera;08:00 a. m.;14,72;69,42;928,15;157,5;SSE;0,83;2,27;57,79;68,12;156,74;45,23;2,5
19/10/22;Primavera;09:00 a. m.;17,25;52;927,44;180;S;1,7;2,36;47,84;63,8;137,15;51,78;5
19/10/22;Primavera;10:00 a. m.;18,66;47,5;926,76;135;SE;1,12;2,31;59,68;69,93;161,44;48,77;7,5
19/10/22;Primavera;11:00 a. m.;20,33;44,42;926,2;112,5;ESE;0,72;2,17;54,02;68,93;151,76;41,36;8,5
19/10/22;Primavera;12:00 p. m.;21,04;43,58;925,69;90;E;0,91;2,18;38,87;58,16;117,76;40,54;6,5
19/10/22;Primavera;01:00 p. m.;21,51;43,75;925,16;67,5;ENE;1,28;2,23;30,34;52,43;98,96;43,23;13,5
19/10/22;Primavera;02:00 p. m.;22,14;40,58;924,65;67,5;ENE;0,96;2,22;26,75;52,91;93,93;43,68;19,5
19/10/22;Primavera;03:00 p. m.;22,62;44,67;922,98;#N/D;;0,25;2,24;27,58;56,63;98,92;44,81;
12/01/23;Verano;02:00 p. m.;26,09;35,33;922,58;90;E;0,77;1,76;1,15;15,5;23,12;3,79;
12/01/23;Verano;03:00 p. m.;26,26;34,25;921,89;90;E;0,88;1,03;1,71;19,4;22,03;13,41;
12/01/23;Verano;04:00 p. m.;26,43;34,17;921,53;90;E;0,52;0,84;1,05;16,32;17,93;18,67;
